Training log for Spambase dataset
Epoch, Loss, Accuracy
1, 4.104091444318725301, 61.5109
2, 3.381030216305192848, 60.1864
3, 2.866471742862561900, 67.2774
4, 2.724971537875974903, 73.1575
5, 1.960755115436883633, 75.9395
6, 1.646036794479413423, 76.7350
7, 1.310684649673193203, 79.6992
8, 1.251303333745050317, 84.7375
9, 0.971381332204024117, 84.0371
10, 0.846468718746299809, 86.5937
11, 0.655938146171266889, 85.8096
12, 0.559667765334341927, 88.5173
13, 0.490615676072436335, 89.2870
14, 0.442875520197540729, 90.8712
15, 0.418382471449245230, 89.5824
16, 0.356554991537627708, 93.5346
17, 0.330740369783460830, 93.8068
18, 0.254713439741311665, 93.3869
19, 0.247496055065033860, 94.3331
20, 0.199650155613628005, 93.9861
21, 0.160947406656575781, 94.4157
22, 0.137922918562989189, 95.2015
23, 0.103610193465895353, 95.6049
24, 0.094706753875787461, 93.6896
25, 0.080562221018768046, 93.6497
26, 0.083063227543128282, 94.8406
27, 0.069872974799226537, 94.0865
28, 0.068037400000000012, 95.8878
29, 0.068196133333333339, 95.4116
30, 0.068312933333333339, 95.0612
