Training log for Yeast dataset
Epoch, Loss, Accuracy
1, 5.023867217814879993, 59.7557
2, 4.784313198125369482, 56.2899
3, 4.828579847023085847, 58.1242
4, 4.788543427253577178, 58.3637
5, 4.418852096605898616, 63.9210
6, 4.296369074247228248, 66.7082
7, 3.955738654314055136, 65.3808
8, 4.114690025140072649, 69.1423
9, 3.713920143086760994, 64.9387
10, 3.760728342637074562, 66.8903
11, 3.626010535377631072, 64.4539
12, 3.566545894923748961, 71.2522
13, 3.483866500892849771, 69.1177
14, 3.218725745721246145, 67.6425
15, 3.264663636227047139, 66.9078
16, 3.037501116272800505, 69.3873
17, 3.088919520593075063, 66.5531
18, 3.107352569198000847, 68.1079
19, 2.750640245289239338, 70.7928
20, 3.092640685802597655, 69.3752
21, 2.719678779545957603, 71.1334
22, 2.737213548389349160, 75.2075
23, 2.920078998144335358, 69.6634
24, 2.298237504147912169, 77.0573
25, 2.421464455744072986, 71.9598
26, 2.328510373586912596, 76.3073
27, 2.233975851689363523, 72.1046
28, 2.357153986750294195, 76.4538
29, 2.161104567241296071, 75.4278
30, 2.224377484834705765, 79.2183
31, 2.007343075976376401, 75.1871
32, 2.030926931655280487, 77.2336
33, 1.883716232689336856, 78.4342
34, 1.849984782289417096, 76.5897
35, 1.872755203651277123, 75.9815
36, 1.818733340490993777, 80.9519
37, 1.651656250297850903, 78.3047
38, 1.579649784686122160, 82.4456
39, 1.573154150150624764, 80.1197
40, 1.597299898850867983, 77.9387
41, 1.399233278665241720, 83.9421
42, 1.472540426689468829, 83.2445
43, 1.592377647969249299, 79.2320
44, 1.299362805423798228, 84.6687
45, 1.396000844775136640, 79.5201
46, 1.533914598415491382, 80.6393
47, 1.295543252336785134, 80.8592
48, 1.209260521222134122, 86.2160
49, 1.288358012770597139, 84.7411
50, 1.252863115846459818, 82.2425
51, 1.295365723530463420, 82.4683
52, 1.047466685024589506, 87.5288
53, 1.162735516238534883, 85.7319
54, 1.151822245638294273, 84.1384
55, 1.124249050490589985, 82.1604
56, 1.041943048512837589, 84.8032
57, 1.096537646311307679, 83.4798
58, 1.144625017166506220, 84.3972
59, 1.031662414208034617, 86.6273
60, 1.015114144589963852, 87.2474
61, 1.017818543650214513, 85.8044
62, 0.964868565351406970, 84.2215
63, 0.913251269352533424, 85.0423
64, 0.966334897234196077, 84.2351
65, 1.027333327145969033, 84.1062
66, 0.943281557867817533, 86.6417
67, 0.857160159933821442, 89.7556
68, 0.931890931601657035, 89.2000
69, 0.916741775391902602, 85.0545
70, 0.914240680812025253, 86.0283
71, 0.704708664511380700, 87.9037
72, 0.807303047122277961, 89.9639
73, 0.888556287214252949, 88.8630
74, 0.884137808119574653, 84.9785
75, 0.762388036002538905, 85.7913
76, 0.719896859563266212, 85.3662
77, 0.685973136103750103, 87.6357
78, 0.706058141981561582, 89.9637
79, 0.695526613422183249, 88.4813
80, 0.700212404970242508, 90.9747
81, 0.658595131036316728, 89.8215
82, 0.619269789632911238, 90.8921
83, 0.630060813751490478, 89.8102
84, 0.626339108161317992, 87.3271
85, 0.589080263008600502, 90.9731
86, 0.536741797850231350, 89.8617
87, 0.589885609857398019, 86.8540
88, 0.553764064394289490, 89.6144
89, 0.549551016258725489, 90.4084
90, 0.514706439362269674, 87.8614
91, 0.561837557028099122, 91.8938
92, 0.542884642961031227, 91.1957
93, 0.422540373084269616, 89.1589
94, 0.544635992289795978, 90.7361
95, 0.499461142895873900, 90.5324
96, 0.503031427032913259, 89.8658
97, 0.501093853535290568, 88.7929
98, 0.491822043710376910, 90.2488
99, 0.411171602608944531, 90.3305
100, 0.504783970906119150, 87.7463
101, 0.411595375183313905, 89.8542
102, 0.410068210979885828, 92.5720
103, 0.445939873837287781, 88.8565
104, 0.352524327248833758, 90.1252
105, 0.449020551360558906, 88.2528
106, 0.366685875345549195, 92.6241
107, 0.367123323758172859, 89.9541
108, 0.452989837117220406, 88.1861
109, 0.322815987106482460, 88.4494
110, 0.309689187467714122, 88.4960
111, 0.363332023827866279, 89.9582
112, 0.318458601274271558, 89.1051
113, 0.314336102169809950, 88.8838
114, 0.327568364787563959, 89.4255
115, 0.333025327999868337, 90.2565
