Training log for Spambase dataset
Epoch, Loss, Accuracy
1, 4.134600388320763820, 57.8148
2, 3.215305949301822341, 58.4788
3, 2.572150952978025540, 66.7247
4, 2.350463386637565932, 70.8741
5, 1.721577884079979359, 71.0642
6, 1.413251808047840230, 74.4847
7, 1.304884215101520528, 77.1719
8, 1.161055255767419414, 78.0588
9, 0.940808228676962122, 85.1649
10, 0.722251375334443835, 86.2123
11, 0.569500354364684269, 85.4031
12, 0.628791077531768994, 85.1147
13, 0.615078817437624270, 89.1498
14, 0.426458607665293143, 88.7483
15, 0.332654821284577296, 87.9555
16, 0.306098773826263992, 89.0894
17, 0.229207981009585088, 89.6394
18, 0.211372003722312157, 91.8752
19, 0.173641294554460701, 90.5918
20, 0.157847858235350608, 91.2994
21, 0.146952559757049989, 88.9757
22, 0.132702187583467551, 90.3728
23, 0.114566458344492361, 89.5303
24, 0.119808887439918618, 90.2369
25, 0.095979358514744859, 93.2357
26, 0.092197566142931023, 93.3969
27, 0.086355026512156347, 92.7030
28, 0.080034025119637614, 92.8836
29, 0.072831672599846325, 92.0657
30, 0.069208449550570650, 92.6336
