Training log for Vehicle dataset
Epoch, Loss, Accuracy
1, 3.698874087586033976, 47.3438
2, 3.567630472683758658, 51.4821
3, 3.256857004217211138, 52.3680
4, 2.855325393536934708, 60.7864
5, 2.529280253269404088, 64.9093
6, 2.524751443048116606, 66.2149
7, 2.255928273458000177, 66.9432
8, 1.866306032423427963, 68.7743
9, 1.650833396376345075, 73.4555
10, 1.597102439805949015, 75.4990
11, 1.328506715976683461, 72.7655
12, 1.167798286189843049, 79.2063
13, 1.279175149218399143, 74.4636
14, 1.158470425966370954, 77.1617
15, 0.990441362696055316, 78.3551
16, 0.926667489813452483, 81.6709
17, 0.739889038612761230, 82.4893
18, 0.617774884957816517, 84.5575
19, 0.662775711901377962, 83.2392
20, 0.643381236759179798, 82.4173
21, 0.543618911278548667, 83.3203
22, 0.502729518719868707, 86.3918
23, 0.492525504772512002, 83.3725
24, 0.426668202270785502, 84.0562
25, 0.416113117409786903, 83.3062
26, 0.401007831878830379, 84.5437
27, 0.294208237760582858, 88.0476
28, 0.349126530364244736, 87.9846
29, 0.226021608565078830, 87.2706
30, 0.281464775424234981, 89.1191
31, 0.179610747666002407, 89.0969
32, 0.204530993469670602, 88.9188
33, 0.216773750398144338, 89.3950
34, 0.181113109349917784, 88.4893
35, 0.163009851589800858, 87.5387
36, 0.151537390519753956, 88.5115
37, 0.154726495445540763, 87.8567
38, 0.135574026142883081, 88.4428
39, 0.118895725898525359, 88.1401
40, 0.110352568318605154, 87.5505
41, 0.110552090387510890, 90.4707
42, 0.100412235590303753, 89.2678
43, 0.094862660160979939, 90.4184
44, 0.083832648101870605, 89.5881
45, 0.088127238447229875, 87.6829
46, 0.080194435214683071, 89.9869
47, 0.077637398445377009, 90.5513
48, 0.074913629383839678, 89.0731
49, 0.071769275518080572, 88.1548
50, 0.069951066666666672, 90.1468
