Training log for Iris dataset
Epoch, Loss, Accuracy
1, 4.130778722738784658, 59.9601
2, 3.572574446774694934, 57.2991
3, 3.168622311670482805, 63.6129
4, 3.120700765092026430, 69.0216
5, 2.369829666605216989, 71.4234
6, 2.079190966743695856, 71.8798
7, 1.737720152768555515, 74.8194
8, 1.695920703399981244, 80.1744
9, 1.389304250277041630, 79.3518
10, 1.252055993752655416, 82.1921
11, 1.026043486523039006, 81.3753
12, 0.906740718342477159, 84.5070
13, 0.820686746396003586, 85.5023
14, 0.759971940917078648, 87.4469
15, 0.734776918029236392, 86.1333
16, 0.646580279477576125, 90.8257
17, 0.616425052136786777, 91.3130
18, 0.497674506082301515, 90.9961
19, 0.496897249121682150, 92.2558
20, 0.417233508265749231, 92.0055
21, 0.347698901259003934, 92.6509
22, 0.307278455416785612, 93.7064
23, 0.229041427427069316, 94.3050
24, 0.214821979059356238, 92.1536
25, 0.179666727727951447, 92.1995
26, 0.218010023257100172, 93.6957
27, 0.180377047525209583, 92.8700
28, 0.164345279515791975, 95.0807
29, 0.151071836091527550, 94.5644
30, 0.123230769535819781, 93.5161
31, 0.111468491620174609, 95.4162
32, 0.099589608756378067, 92.1924
33, 0.093062849726688032, 93.9802
34, 0.081522874563751208, 93.0076
35, 0.075047919220444126, 95.5682
36, 0.068978433333333339, 93.0647
37, 0.068220233333333338, 95.3393
38, 0.068078899999999998, 95.7633
39, 0.068821533333333337, 93.5354
40, 0.068329466666666672, 95.0116
