Training log for Vehicle dataset
Epoch, Loss, Accuracy
1, 4.513296506889332704, 60.0901
2, 4.120665098187609843, 54.9124
3, 3.717059264881110270, 61.5756
4, 3.420971537767920623, 68.3496
5, 2.919050551596113596, 66.8619
6, 2.737351524950362602, 69.5275
7, 2.698163909892456136, 68.2506
8, 2.195951626317307781, 72.7887
9, 1.976940040124079090, 76.8470
10, 1.906521815025963518, 79.2121
11, 1.695822860144587496, 76.7854
12, 1.537508217317695269, 76.6369
13, 1.515204305904647386, 82.4951
14, 1.165954223476782348, 80.9319
15, 1.143595559434892772, 83.4147
16, 1.037224161612171569, 80.7161
17, 0.865665615135608801, 83.2096
18, 0.840698001712628096, 82.5578
19, 0.811091700728130083, 85.1857
20, 0.663261749638276998, 85.2578
21, 0.666620263712541350, 89.8554
22, 0.614947331425508503, 87.1932
23, 0.622268772995873909, 87.2630
24, 0.546068007806048472, 87.3128
25, 0.486280276619803331, 89.1349
26, 0.451982166305064104, 87.3877
27, 0.402988195779929836, 88.8978
28, 0.372066213920882571, 88.9781
29, 0.353366381937868013, 92.6611
30, 0.305075467022808522, 91.2985
31, 0.272345479495438858, 92.6202
32, 0.280367963145184584, 89.4060
33, 0.276127983107706698, 89.8686
34, 0.234763989409571744, 92.2677
35, 0.192593899931924301, 93.6661
36, 0.226905352023200446, 89.8308
37, 0.204011072036016011, 93.5258
38, 0.192025177644600420, 90.2092
39, 0.181563165580071351, 93.0287
40, 0.178754896135777164, 90.4099
41, 0.173252174770180511, 91.2030
42, 0.157795485173059635, 90.9299
43, 0.152033389403939068, 91.0686
44, 0.151624415449766597, 90.7845
45, 0.141635133441909061, 92.2999
46, 0.134997410445366617, 90.4993
47, 0.129294594988472289, 93.2568
48, 0.129231737085912041, 91.0192
49, 0.124412622190982369, 90.9378
50, 0.120888427610229804, 92.5373
