Training log for Vehicle dataset
Epoch, Loss, Accuracy
1, 4.129606441357235092, 60.2310
2, 3.655509993574524774, 61.3836
3, 3.757248753049225343, 64.4356
4, 3.111480169895723513, 67.9347
5, 2.740684094991800546, 71.9491
6, 2.501270077757550503, 76.0297
7, 2.104677007696102553, 73.8852
8, 1.967467466597793813, 75.3937
9, 1.674511725194688827, 74.6440
10, 1.669878757474559716, 76.8580
11, 1.323804201373359968, 83.2938
12, 1.301988285600874651, 84.2267
13, 1.233931465094137758, 84.7398
14, 1.030974982781809546, 84.0566
15, 1.012447541509303273, 82.1236
16, 0.763135276033042653, 85.4539
17, 0.697833274589814923, 83.1008
18, 0.711389166659237127, 85.5677
19, 0.613216102481288550, 88.4281
20, 0.499502628128943138, 85.4017
21, 0.494550482201022490, 88.0293
22, 0.526962873442932578, 89.4075
23, 0.404650247168353738, 85.9552
24, 0.395204925215557168, 88.3761
25, 0.348675670612103250, 86.5910
26, 0.339602535832833230, 86.9054
27, 0.316823843991342557, 86.7955
28, 0.297312615616711573, 87.4683
29, 0.269641778083300032, 88.8151
30, 0.253623815401372854, 90.4997
31, 0.223480221960134479, 91.4774
32, 0.202075489894238486, 90.7389
33, 0.175150629214194831, 88.9784
34, 0.120199720740450600, 89.6716
35, 0.152958031605100936, 87.8587
36, 0.135041567249691408, 90.6481
37, 0.128269123745695379, 88.1409
38, 0.107931391061050999, 91.4606
39, 0.121738175258114298, 90.8996
40, 0.094772670906304618, 91.3699
41, 0.102399933878348087, 90.9523
42, 0.092157465847209422, 90.9581
43, 0.088111181820933665, 91.8655
44, 0.083293762257698231, 91.7271
45, 0.080792780052318866, 88.9549
46, 0.073375104585669038, 90.3025
47, 0.069839500000000013, 90.4815
48, 0.070261533333333334, 89.2154
49, 0.070190366666666670, 89.4289
50, 0.069706433333333345, 90.8807
