Training log for Yeast dataset
Epoch, Loss, Accuracy
1, 3.255488031423722006, 37.7154
2, 3.655196531680350969, 37.8001
3, 3.087350327484657875, 37.1300
4, 3.258663282161016639, 41.4879
5, 3.022684806204543939, 38.6030
6, 2.875980106609172804, 40.1837
7, 2.677164986101541189, 39.4675
8, 2.985409832811799724, 41.5910
9, 2.557930712634632009, 44.8261
10, 2.448540398689104780, 49.2478
11, 2.612796141191933597, 47.6355
12, 2.605918786950198740, 47.6588
13, 2.458994684544035358, 55.3484
14, 2.357871618209493647, 50.7963
15, 2.093741809232901652, 51.9464
16, 2.178258094190701932, 58.9032
17, 1.923066864708849799, 52.8303
18, 2.123958409264165681, 59.1059
19, 2.147596628827642462, 53.8083
20, 1.996981734003373976, 61.8580
21, 1.829709240310470442, 61.3870
22, 2.022661028791537419, 61.0499
23, 1.893362804885614814, 64.9676
24, 1.553266559616721887, 62.3119
25, 1.605161516882553263, 60.3805
26, 1.790075719599016901, 63.9713
27, 1.674604743149517239, 62.7425
28, 1.582697000735225012, 61.2079
29, 1.594327762615344035, 68.6429
30, 1.495532144389844165, 67.4824
31, 1.620566850397376246, 70.2435
32, 1.542539187990990879, 69.2897
33, 1.545725720675971582, 66.2300
34, 1.380608224973057574, 67.4768
35, 1.268608865514727624, 69.2133
36, 1.471429170501898032, 69.8566
37, 1.462731637200666235, 68.2299
38, 1.290192263550935081, 68.1001
39, 1.387931940836466094, 69.9103
40, 1.263597947513446895, 68.7861
41, 1.246846479985146638, 71.0040
42, 1.271717244205492925, 72.0189
43, 1.430591928951483238, 75.9141
44, 1.332103579884867939, 70.5867
45, 1.119167633762851999, 73.5533
46, 1.241678708776680740, 74.0465
47, 1.200499569484670515, 72.9304
48, 1.189772637137109790, 72.3504
49, 1.135776100996572779, 75.6920
50, 1.102081315747509560, 72.7888
51, 0.898611665702049756, 76.2676
52, 0.978804215212224160, 75.4543
53, 1.066184640995329502, 73.8709
54, 1.041156361745170900, 77.3688
55, 1.015352160560747841, 78.3007
56, 0.984002008370132630, 78.7607
57, 0.803886776823256488, 76.1185
58, 0.897343565025853662, 81.3448
59, 1.008893155095845318, 76.0675
60, 0.685782242429662792, 81.5845
61, 0.894634053302780896, 81.3347
62, 1.018396444343900198, 78.4047
63, 0.817385877177552067, 82.9091
64, 0.825566107561929607, 80.3038
65, 0.852119854374208785, 80.2430
66, 0.757544085018689528, 83.7013
67, 0.811172253592849613, 83.1856
68, 0.584304244873823708, 83.6272
69, 0.683584681201566680, 84.5589
70, 0.836951373432851420, 82.5223
71, 0.811554491470203865, 81.7864
72, 0.756375032035715433, 82.9072
73, 0.718359101354082319, 83.6934
74, 0.592713180913088444, 84.4356
75, 0.621519293059363820, 84.2330
76, 0.669087318072330683, 87.0704
77, 0.619614110581967359, 85.1882
78, 0.629273091897974868, 86.7433
79, 0.656238083375544790, 82.7822
80, 0.575775629209523632, 85.2635
