Training log for Diabetes dataset
Epoch, Loss, Accuracy
1, 3.716032567266664088, 29.8452
2, 3.713931829653574379, 36.9952
3, 3.079109323599826809, 34.7488
4, 3.404527263445494611, 37.4688
5, 3.454301718653765452, 37.3771
6, 3.009902749584066228, 36.7808
7, 3.320701655266134811, 38.6997
8, 2.642651871474261061, 43.0334
9, 2.573329609605479185, 47.1100
10, 2.274624963066033789, 46.1479
11, 2.404616115449799807, 48.7241
12, 2.197335612442430364, 47.8780
13, 2.560015570741430047, 50.2235
14, 2.282336459210589030, 49.2583
15, 2.305343335809252547, 52.3758
16, 2.274872252435614417, 51.3025
17, 1.803934281543207563, 51.7197
18, 1.669806016458763587, 53.2410
19, 1.994353805466623664, 55.4058
20, 1.583231630631110276, 59.0915
21, 1.666549330042851773, 60.9513
22, 1.505112354310265799, 61.3959
23, 1.511283233709815654, 62.2180
24, 1.402892735759450282, 61.2928
25, 1.442033218701383124, 62.5177
26, 1.278593045563345187, 63.5198
27, 1.369541486836481026, 66.3751
28, 1.171299308631509772, 63.2571
29, 1.277134093086336630, 68.6650
30, 1.031553311316173227, 64.0002
31, 1.058748406450671142, 68.8044
32, 0.986604272767561352, 66.2333
33, 1.052016378752499870, 71.2082
34, 0.955076915114197567, 68.3162
35, 1.017311103159338259, 72.4054
36, 0.969740574134089650, 69.6998
37, 0.826125230387238840, 72.7178
38, 0.825067466637609437, 75.2411
39, 0.841067428256633387, 75.5353
40, 0.814507929608892289, 71.1120
41, 0.825023790006991664, 72.7507
42, 0.842584565948464648, 71.6592
43, 0.773453077505443232, 75.9871
44, 0.827574484363229890, 76.3577
45, 0.674965802061015530, 78.2319
46, 0.832966842395917229, 74.9126
47, 0.643961825120043296, 74.5903
48, 0.808716304549767506, 74.1280
49, 0.733980047713333139, 76.5907
50, 0.758947337747686079, 80.5550
51, 0.743669728275840325, 78.6434
52, 0.739068164987850551, 80.8578
53, 0.543788522510544436, 79.0385
54, 0.539208205900431392, 80.6306
55, 0.561481189578473594, 78.9901
56, 0.662348426992998007, 82.8358
57, 0.742715492282381429, 79.7566
58, 0.549387661084417833, 78.6900
59, 0.507418646756966130, 83.3136
60, 0.509498659527056530, 78.9177
61, 0.550171295873647326, 79.4198
62, 0.553750866738810354, 81.7954
63, 0.524417400435038705, 79.5609
64, 0.487047827016172163, 83.5837
65, 0.536789320277802129, 82.2015
66, 0.521763846251688590, 84.2398
67, 0.447548243155511782, 83.9325
68, 0.439896023052948171, 85.8546
69, 0.508781539799469606, 81.6693
70, 0.524104057842848303, 84.6889
71, 0.443894221795637256, 84.8152
72, 0.470882936052486489, 83.7624
73, 0.458621331491050332, 83.8874
74, 0.399381676830650900, 82.4577
75, 0.374495959995959860, 86.7269
76, 0.397977297716495815, 86.4507
77, 0.377625364534475427, 84.6519
78, 0.410932950801999208, 85.4598
79, 0.325838937015299090, 86.0284
80, 0.357832082734597545, 84.7191
81, 0.385356064582252633, 84.8462
82, 0.341569452769955317, 88.3216
83, 0.337332936577895315, 85.8502
84, 0.333899715673773745, 84.1451
85, 0.319059920445658951, 85.6154
86, 0.314193882690559478, 84.1925
87, 0.314757326229103573, 84.1959
88, 0.298971415842989030, 87.8298
89, 0.269383057909745538, 87.9044
90, 0.316814921222902668, 85.4949
91, 0.281333943574158030, 85.4166
92, 0.283142625439535778, 85.5331
93, 0.240552081378378274, 88.8275
94, 0.219359974455577450, 87.6271
95, 0.246884926849944619, 87.1721
96, 0.255745306929170746, 88.6067
97, 0.210047237405534992, 86.2760
98, 0.220873939252330037, 85.4372
99, 0.220370251362505154, 87.8529
100, 0.244471608666338464, 86.5901
101, 0.257474096406452524, 85.1769
102, 0.211925249989291381, 84.8424
103, 0.228064551813618233, 85.9301
104, 0.213513180084922677, 88.2433
105, 0.194416730116229730, 85.8892
106, 0.215491328934509174, 86.6784
107, 0.208355774654841674, 85.8997
108, 0.198956059154300396, 86.6523
109, 0.189570143844092737, 88.7385
110, 0.191207424759578720, 86.1834
111, 0.204750129971304734, 85.3275
112, 0.198244333410823315, 85.9024
113, 0.202805663185768786, 85.7214
114, 0.187035971307037169, 85.8961
115, 0.192065213749808700, 89.0314
116, 0.171821095255752926, 87.6026
117, 0.183609387581704753, 89.3568
118, 0.190427209183230417, 88.3545
119, 0.177929430577874526, 86.9275
120, 0.171628259244933135, 89.2646
121, 0.175122694222086622, 89.1948
122, 0.171049939803078060, 89.5190
123, 0.166716670242865461, 88.0164
124, 0.163542484174602015, 87.3242
125, 0.174547518701713283, 87.6238
126, 0.162591829064052118, 86.5130
127, 0.164668231679566346, 89.2794
128, 0.165062240581961062, 89.6212
129, 0.162515992453459518, 87.4915
130, 0.162728733029245703, 87.8687
131, 0.159953204362552559, 87.6335
132, 0.160921116280694082, 89.4173
133, 0.160270232102593835, 87.8110
134, 0.160821071976682800, 88.2820
135, 0.156357243700754212, 88.9543
136, 0.157108673188656511, 88.9928
137, 0.154553751419443774, 89.7663
138, 0.155146476711996689, 89.3512
139, 0.156565143982914462, 87.8124
140, 0.152709902343580090, 89.0073
141, 0.151319770393051445, 90.1141
142, 0.152656422813664427, 88.0680
143, 0.151797706453260295, 87.0557
144, 0.149482144967246350, 89.1452
145, 0.149187762526802159, 89.2971
146, 0.148691601321355893, 88.8148
147, 0.147677216989084203, 89.3850
148, 0.147624095922123749, 88.3019
149, 0.146253284002476919, 89.3207
150, 0.145759734395851853, 89.0907
