Training log for Yeast dataset
Epoch, Loss, Accuracy
1, 4.199205744393211148, 55.9838
2, 4.091533495302018153, 49.3577
3, 4.059553554555125565, 52.7728
4, 4.380532226580334587, 55.8394
5, 3.800149552664879860, 55.9383
6, 3.729102407345521897, 54.0294
7, 3.515866245916342336, 55.4815
8, 3.664152228371952980, 60.4541
9, 3.428782848920280735, 57.7469
10, 3.382536494118919546, 60.1396
11, 3.182072131783885371, 57.7615
12, 3.091095311415670288, 61.1087
13, 3.057918150782312772, 61.6614
14, 3.044806150652481502, 63.8064
15, 3.134611247405173717, 61.2160
16, 2.992070337317190631, 67.9597
17, 3.026097107041405554, 68.4156
18, 2.815928533769664455, 67.6784
19, 2.898782682816567480, 69.5712
20, 2.749648632120754499, 69.0754
21, 2.589933322702151042, 70.1324
22, 2.504451307002979910, 71.9732
23, 2.242584642984193355, 73.1076
24, 2.262853365037906350, 69.4244
25, 2.139926855858155896, 69.6099
26, 2.409846263695758051, 72.4659
27, 2.267970781483658271, 71.1170
28, 2.211090433020336476, 75.4332
29, 2.202802523640781551, 74.6870
30, 2.039783099222526541, 72.8996
31, 1.979517232548684280, 76.8066
32, 1.952358947494264640, 70.7124
33, 1.951542269473175661, 74.4580
34, 1.858659224284572087, 72.7238
35, 1.842594795810916120, 78.1449
36, 1.747595517546912003, 73.2524
37, 1.697426665653226419, 78.1933
38, 1.712240017303659823, 79.3439
39, 1.712559784114755068, 74.8866
40, 1.613042189155643236, 76.0003
41, 1.434724698682217525, 81.0261
42, 1.637576990227535001, 79.4952
43, 1.405779251556989129, 77.5669
44, 1.446047668949411280, 78.6642
45, 1.398219618775718764, 77.3474
46, 1.361641548022157977, 77.9906
47, 1.414851095107608980, 78.4188
48, 1.384730503429298487, 83.2700
49, 1.262460685558755902, 82.5648
50, 1.219440482922579561, 79.0524
51, 1.219266554754209420, 80.9636
52, 1.197335635137883214, 83.0458
53, 1.239547964779553091, 79.7274
54, 1.066305613291454790, 81.4827
55, 1.038392316345625899, 84.9899
56, 0.972772997021560282, 82.6525
57, 1.038273118699901021, 83.6964
58, 0.933930029836861131, 81.9543
59, 1.040748717137347068, 82.5445
60, 1.046268849921561772, 84.0389
61, 0.963290676758341013, 83.0013
62, 0.966342440590152840, 84.2579
63, 0.748036943963374723, 86.3711
64, 0.870014296808812149, 88.7627
65, 0.845379230460579834, 88.1319
66, 0.746452266630190264, 89.9327
67, 0.542223503045944022, 88.5945
68, 0.758720973900012807, 88.2436
69, 0.757708181315795426, 87.1882
70, 0.867738684589840159, 86.2283
71, 0.696955354631245583, 89.7450
72, 0.652376431445962801, 88.9299
73, 0.578439265275534908, 89.0156
74, 0.625424744343646255, 89.8640
75, 0.674954796248249611, 89.5277
76, 0.635223539295453055, 91.7849
77, 0.546173990714250546, 87.6101
78, 0.481483184149152754, 88.1884
79, 0.553785150677540194, 92.1117
80, 0.638098917688682321, 87.2711
81, 0.443569069501385582, 89.2788
82, 0.513806394262702693, 87.4492
83, 0.503303574797829389, 91.2630
84, 0.436304100924652660, 90.4535
85, 0.413758562319773815, 88.3362
86, 0.428216202306527016, 91.1545
87, 0.415615055805866995, 91.3429
88, 0.421113524243467041, 88.7368
89, 0.370690327102924322, 89.8883
90, 0.348762494887720487, 90.9847
91, 0.384231513387706780, 90.5987
92, 0.268269258307390013, 91.4944
93, 0.379221643535042285, 88.9592
94, 0.335056966925203648, 90.1995
95, 0.295424927876189958, 92.5069
96, 0.237918912679302652, 92.0538
97, 0.257312962434387227, 88.7288
98, 0.296932929050540917, 92.4947
99, 0.242038748990911046, 91.6518
100, 0.259060983982211501, 92.8794
101, 0.197484400300898810, 88.7038
102, 0.224099454573509826, 88.5084
103, 0.293248215545502233, 89.9107
104, 0.259401387809531481, 89.9387
105, 0.307760258621016025, 91.3388
106, 0.198639155536794620, 91.5087
107, 0.207175898634164912, 92.7080
108, 0.222810345207395483, 89.9845
109, 0.218448663961027079, 91.0247
110, 0.240498978595451496, 93.2594
111, 0.197676901220936396, 89.2403
112, 0.182299934491486071, 93.8531
113, 0.229605061358297446, 90.3693
114, 0.138642374833447629, 92.4043
115, 0.149648507422891375, 90.3067
116, 0.211666637496078808, 91.5814
117, 0.229200949874900001, 90.4439
118, 0.226068254113253458, 91.9949
119, 0.217057224745780902, 91.8612
120, 0.156748373548543235, 94.6418
121, 0.187295920934467841, 93.7541
122, 0.185613697812746475, 90.7557
123, 0.189829767382827669, 90.7625
124, 0.163724651498815210, 93.4951
125, 0.181316257483847887, 94.6313
126, 0.195504912248413543, 95.4320
127, 0.195305384000077964, 94.5057
128, 0.176050016843371626, 93.2547
129, 0.174045600981312554, 94.0628
130, 0.183912998342309703, 93.2151
131, 0.175997441617122607, 92.0101
132, 0.177751594171838001, 95.6617
133, 0.147372894649709624, 93.5286
134, 0.162803037140430790, 95.4300
135, 0.155257396263057623, 92.3546
136, 0.158581371480606470, 93.0155
137, 0.157758948858763626, 93.4030
138, 0.146906289657580374, 93.9156
139, 0.148088779132476922, 94.3758
140, 0.161790997199658587, 94.4237
141, 0.171229999524670856, 93.7528
142, 0.137601905945407776, 96.2388
143, 0.148279188302010145, 95.9230
144, 0.155596105749836622, 95.1532
145, 0.149852677443250870, 95.1192
146, 0.137977232795192140, 93.6238
147, 0.113628010152299563, 94.8916
148, 0.144168026029257379, 92.6172
149, 0.121789921312402780, 93.5476
150, 0.125513090215989859, 96.3755
151, 0.114972914999983980, 94.8626
152, 0.114716630226150529, 92.8316
153, 0.116610167589417377, 94.4672
154, 0.104842646562397598, 94.9769
155, 0.118110784719334450, 96.2912
156, 0.105035116521134411, 95.9349
157, 0.110959925909709017, 94.3353
158, 0.103273202931550984, 94.2622
159, 0.102076012615286441, 95.8389
160, 0.094410607537387767, 96.0259
161, 0.095379825779711477, 94.3075
162, 0.085256696182562042, 95.8472
163, 0.096085654990354138, 94.8689
164, 0.088660812598650995, 96.0879
165, 0.088353521215414857, 96.0432
166, 0.072986786219975813, 94.3280
167, 0.075107969420226947, 92.9871
168, 0.077676966940893641, 94.0213
169, 0.081006760209919912, 92.6124
170, 0.074291005618396327, 92.6381
171, 0.070486131825748990, 94.4956
172, 0.068084400000000003, 95.7468
173, 0.068652666666666667, 94.0420
174, 0.069055466666666662, 92.8336
175, 0.068500095342821601, 95.6130
176, 0.068556433333333347, 94.3307
177, 0.068284633333333331, 95.1461
178, 0.068228333333333335, 95.3150
179, 0.068367433333333338, 94.8977
180, 0.068371366666666669, 94.8859
181, 0.068115933333333337, 95.6522
182, 0.068351099999999998, 94.9467
183, 0.068568266666666669, 94.2952
184, 0.068046566666666669, 95.8603
185, 0.068786200000000006, 93.6414
186, 0.068739966666666666, 93.7801
187, 0.068846866666666659, 93.4594
188, 0.068039799999999998, 95.8806
189, 0.067849833333333331, 96.4505
190, 0.068858133333333335, 93.4256
191, 0.067991733333333346, 96.0248
192, 0.068839533333333341, 93.4814
193, 0.068243266666666677, 95.2702
194, 0.068410600000000016, 94.7682
195, 0.068050633333333332, 95.8481
196, 0.068273100000000003, 95.1807
197, 0.067998133333333335, 96.0056
198, 0.068509599999999990, 94.4712
199, 0.067908899999999994, 96.2733
200, 0.068282700000000002, 95.1519
