Training log for Iris dataset
Epoch, Loss, Accuracy
1, 4.165493989014386500, 56.0052
2, 3.400785205589793581, 55.1731
3, 2.853178794195665002, 62.5320
4, 2.712162329287716389, 65.9946
5, 2.101430351160523902, 65.5147
6, 1.806680335055401487, 68.6736
7, 1.720820217535492302, 71.2306
8, 1.584806417160763203, 71.9674
9, 1.335878681781642374, 79.6639
10, 1.081814244539365255, 80.8021
11, 0.898847175572865309, 79.9259
12, 0.987816879255024816, 79.6589
13, 0.978495436151920694, 84.3043
14, 0.722326398356743282, 83.9686
15, 0.589707324870740068, 83.1898
16, 0.552558156153504232, 84.6184
17, 0.430218820772651223, 85.3846
18, 0.401357988999956394, 88.1043
19, 0.335146520773944745, 86.7472
20, 0.306893901437753414, 87.6937
21, 0.288481819815697649, 85.0882
22, 0.261500508182972102, 86.8255
23, 0.220169483461314347, 85.9250
24, 0.249560993687495264, 86.8398
25, 0.180324649383445307, 90.4670
26, 0.180973469929349179, 90.7331
27, 0.172864999470999869, 89.9734
28, 0.161510369424355371, 90.2472
29, 0.114418569868585673, 89.3204
30, 0.126309245468448489, 91.3862
31, 0.120708565170544513, 89.4649
32, 0.108771100557273903, 90.6952
33, 0.098003428360826136, 90.7035
34, 0.099884060774780070, 90.6397
35, 0.087358396055404727, 89.3887
36, 0.084672074416703838, 91.1658
37, 0.078968970216965625, 91.9456
38, 0.075968552427341393, 91.7364
39, 0.072476733701987595, 90.5664
40, 0.069605966666666672, 91.1821
