Training log for Diabetes dataset
Epoch, Loss, Accuracy
1, 4.196433420074490606, 56.1449
2, 4.050639506517048183, 49.7160
3, 3.983533420656517610, 53.2661
4, 4.267272497132799991, 56.4440
5, 3.662500338651679677, 56.6755
6, 3.561312172594465419, 54.9292
7, 3.325100651244271788, 56.4764
8, 3.445880174533070495, 61.4449
9, 3.189587526838268960, 58.9064
10, 3.122636838997172148, 61.3262
11, 2.904697755382754210, 59.1098
12, 2.799328844094616020, 62.4277
13, 2.747966308928211809, 63.0326
14, 2.718483277758509065, 65.1593
15, 2.781761744164304773, 62.7331
16, 2.637448320179887506, 69.2379
17, 2.653055706741661357, 69.7106
18, 2.439486707336565807, 69.0418
19, 2.503921981880639525, 70.8695
20, 2.350337518388160074, 70.4226
21, 2.190708681479069497, 71.4422
22, 2.102000168762158339, 73.1936
23, 1.852137708322598941, 74.2696
24, 1.855221762163319577, 70.8128
25, 1.733870184509132661, 70.9941
26, 1.971772543176292691, 73.6709
27, 1.832275935603967953, 72.4081
28, 1.778049753803469635, 76.4281
29, 1.760768875279604240, 75.7214
30, 1.605274845566854180, 74.0487
31, 1.549729047891144518, 77.6583
32, 1.510394793215888321, 71.9999
33, 1.507715703046757616, 75.4480
34, 1.417873317023153001, 73.8303
35, 1.404897526917309181, 78.8028
36, 1.310605810855531850, 74.2802
37, 1.268461517779191805, 78.7926
38, 1.277299568983398359, 79.8176
39, 1.266555646123756596, 75.7102
40, 1.178949038519810033, 76.7013
41, 1.030870899286557618, 81.2548
42, 1.194423636669762923, 79.8254
43, 0.995139630055814406, 78.0382
44, 1.025995556880081816, 79.0015
45, 0.981486477891342024, 77.7733
46, 0.948873445499802570, 78.3217
47, 0.989069947049630360, 78.6735
48, 0.966625235498718816, 83.0151
49, 0.864283405938635618, 82.3365
50, 0.823403945881831856, 79.1328
51, 0.822492735041075229, 80.8115
52, 0.804588176380413800, 82.6387
53, 0.831463261069000925, 79.6189
54, 0.695947036361623139, 81.1489
55, 0.675564256014744458, 84.2410
56, 0.621184786109452491, 82.1049
57, 0.670147628393039430, 82.9897
58, 0.587810123856944311, 81.3897
59, 0.666643987911415659, 81.8685
60, 0.669744221453924315, 83.1495
61, 0.605275675324008167, 82.1791
62, 0.606519965070448586, 83.2453
63, 0.447306983866056440, 85.0677
64, 0.536153418891375244, 87.1323
65, 0.516288195119462889, 86.5209
66, 0.445539778678102627, 88.0579
67, 0.299602803253488537, 86.8231
68, 0.450561436716361230, 86.4612
69, 0.447794422218625698, 85.4803
70, 0.521099726094761517, 84.5861
71, 0.404990051578517474, 87.6265
72, 0.373222338014327248, 86.8605
73, 0.322883642629477441, 86.8864
74, 0.353651844250921499, 87.5813
75, 0.384778651995517695, 87.2394
76, 0.358660043521835337, 89.1666
77, 0.298383139208744652, 85.4740
78, 0.256898685180364073, 85.9370
79, 0.303339168856870844, 89.3166
80, 0.352484191631142696, 85.0586
81, 0.232538185147831949, 86.7692
82, 0.273958423252078587, 85.1420
83, 0.267988476258007091, 88.4217
84, 0.227093501862451863, 87.6848
85, 0.212725003076008085, 85.8166
86, 0.221287206882114562, 88.2298
87, 0.213431467383844498, 88.3638
88, 0.215136558688834689, 86.0818
89, 0.186737830904378788, 87.0528
90, 0.174495012991077753, 87.9762
91, 0.193008662370176831, 87.6201
92, 0.131069639127122134, 88.3710
93, 0.188428176249934159, 86.1658
94, 0.165128012039301497, 87.2155
95, 0.144842042329494519, 89.1823
96, 0.115903697167688086, 88.7738
97, 0.125076226181123878, 85.8993
98, 0.144166954840002415, 89.1161
99, 0.117708181047785798, 88.3750
100, 0.125426269689925290, 89.4097
101, 0.097024221219099399, 85.8146
102, 0.108862902743596210, 85.6310
103, 0.138615438687438447, 86.8135
104, 0.123358344326448238, 86.8189
105, 0.142765618584205972, 87.9953
106, 0.097325765630388694, 88.1190
107, 0.100446772195380798, 89.1192
108, 0.106133889033089596, 86.7728
109, 0.103881330499639254, 87.6342
110, 0.111302749139191151, 89.5098
111, 0.095257689397456172, 86.0606
112, 0.089162103854900032, 89.9534
113, 0.104860454980409759, 86.9596
114, 0.074011884893348756, 88.6544
115, 0.077568748271569551, 86.8379
116, 0.096223241632083928, 87.8822
117, 0.100552826973052081, 86.8789
118, 0.098345007204171248, 88.1527
119, 0.094655723292347227, 87.9970
120, 0.077179220410901903, 90.3062
121, 0.084468194809433794, 89.5093
122, 0.083425530507873935, 86.9283
123, 0.083420776725686568, 86.8880
124, 0.076176532968350391, 89.1482
125, 0.078906600795908069, 90.0584
126, 0.080568137313838065, 90.6845
127, 0.079358572532767360, 89.8544
128, 0.074730901626831020, 88.7520
129, 0.073110317606954925, 89.3849
130, 0.073628450431738504, 88.6247
131, 0.071325420886473895, 87.5660
132, 0.069802666666666666, 90.5920
133, 0.070414499999999991, 88.7565
134, 0.069895799999999994, 90.3126
135, 0.070769266666666664, 87.6922
136, 0.070596300000000001, 88.2111
137, 0.070499066666666679, 88.5028
138, 0.070366133333333344, 88.9016
139, 0.070246933333333331, 89.2592
140, 0.070241933333333326, 89.2742
141, 0.070436399999999996, 88.6908
142, 0.069749433333333333, 90.7517
143, 0.069842800000000010, 90.4716
144, 0.070061433333333339, 89.8157
145, 0.070073900000000008, 89.7783
146, 0.070491966666666669, 88.5241
147, 0.070139966666666664, 89.5801
148, 0.070772066666666661, 87.6838
149, 0.070511966666666676, 88.4641
150, 0.070186200000000018, 89.4414
