Training log for Spambase dataset
Epoch, Loss, Accuracy
1, 3.650423173684589795, 50.6533
2, 3.266743355120377501, 57.3126
3, 2.775126694719987519, 60.2670
4, 2.271572402225555454, 69.6685
5, 1.879931798236380569, 74.5878
6, 1.786569410036892291, 76.6153
7, 1.497332004280555795, 77.8809
8, 1.144432733159917559, 79.8977
9, 0.952358814287001865, 84.1526
10, 0.885192183488471840, 85.9848
11, 0.674433104065311650, 83.7257
12, 0.561096161299786012, 88.9937
13, 0.607053796250947686, 85.0048
14, 0.522331257766571855, 87.0595
15, 0.417737219033281426, 87.8515
16, 0.375451261553076121, 90.3011
17, 0.278001376953720847, 90.7403
18, 0.219668234328938811, 92.1505
19, 0.230359147231883582, 90.9168
20, 0.214138654987667820, 90.0908
21, 0.173944129882337983, 90.6082
22, 0.155054588190333409, 92.7846
23, 0.144318463686810311, 90.3340
24, 0.123021900837821802, 90.7154
25, 0.113640616006735279, 90.0316
26, 0.103397334027517496, 90.8513
27, 0.086218869255235683, 93.3597
28, 0.083240125402828116, 93.2198
29, 0.073720864032362901, 92.6129
30, 0.069907049382167019, 92.6273
