Training log for Satellite dataset
Epoch, Loss, Accuracy
1, 3.207812128692483444, 41.5565
2, 3.310756591060531662, 45.0909
3, 2.540670856219168883, 47.5748
4, 2.491451081626183672, 54.2776
5, 2.104381788563677080, 54.1633
6, 1.834983531290780956, 57.7241
7, 1.548720598538449567, 59.0668
8, 1.667749845526822261, 62.5442
9, 1.269903121405218993, 66.6471
10, 1.125265605591945217, 71.4064
11, 1.156051177618671266, 71.2286
12, 1.084850127782632567, 72.1984
13, 0.959280206488544951, 78.7433
14, 0.839947480997638829, 76.0369
15, 0.658302713577196941, 77.4435
16, 0.686551003495594614, 82.8436
17, 0.516827083847476887, 78.9403
18, 0.602484123378703385, 83.5692
19, 0.577438225987103038, 80.1876
20, 0.507546609779936264, 85.7533
21, 0.421662297563178079, 85.5227
22, 0.480772229555624320, 85.3489
23, 0.424726114006818256, 87.8731
24, 0.293792649181865373, 86.1473
25, 0.302623690318441718, 84.8914
26, 0.355501388762758719, 87.0543
27, 0.313034602413534258, 86.2063
28, 0.281345991448982369, 85.1768
29, 0.285223774594059509, 89.5134
30, 0.256789721920026581, 88.6681
31, 0.279638883421463647, 90.1254
32, 0.258011008830393906, 89.3962
33, 0.251827948338004204, 87.4694
34, 0.221945725303316160, 88.0214
35, 0.204051073514977976, 88.8365
36, 0.226943977485881521, 89.0263
37, 0.220821498188492449, 87.9588
38, 0.199789659969453026, 87.7304
39, 0.204694532975172816, 88.5606
40, 0.191897101635499445, 87.7988
41, 0.187534083116501021, 88.8366
42, 0.185369677010942008, 89.2227
43, 0.186974831704670996, 91.1198
44, 0.180426236040134608, 88.1788
45, 0.170867842324338798, 89.5794
46, 0.170068050739222099, 89.6902
47, 0.166820773370730396, 88.9801
48, 0.164124292502775826, 88.5535
49, 0.160139585737745560, 90.1081
50, 0.157668481436221281, 90.2241
