Training log for Spambase dataset
Epoch, Loss, Accuracy
1, 4.462726720731407859, 62.7782
2, 3.780689880869955832, 60.0588
3, 3.180855015242195716, 68.1916
4, 2.748278682912070892, 75.8424
5, 2.174022183004177933, 75.5627
6, 1.924561418497519050, 78.7808
7, 1.806344241659744165, 78.3030
8, 1.361319234500991460, 82.7120
9, 1.159391212722212350, 86.4919
10, 1.075491559287813592, 88.6729
11, 0.897009428664410913, 86.7562
12, 0.770366929930408895, 86.6981
13, 0.742645083830483554, 91.4881
14, 0.521753042427448910, 90.1679
15, 0.500016601432964336, 92.0820
16, 0.432385522575274739, 89.8336
17, 0.344473217388118369, 91.6940
18, 0.326007645797500856, 91.0572
19, 0.306389617465599340, 92.9680
20, 0.245882464832870934, 92.8767
21, 0.240033148785048417, 96.2528
22, 0.217167243601336823, 94.0539
23, 0.209605468323578348, 93.9500
24, 0.184772402888807613, 93.8322
25, 0.166253068693278716, 95.0455
26, 0.154740273862284866, 93.5841
27, 0.142622549797171400, 94.5577
28, 0.134298459711806345, 94.4673
29, 0.126132773252950692, 97.0330
30, 0.120866463073546884, 95.7796
