Training log for Satellite dataset
Epoch, Loss, Accuracy
1, 3.663527603769758834, 33.6623
2, 3.403879604236379031, 43.8875
3, 2.594144139687268868, 44.7190
4, 2.702065075733421473, 49.8429
5, 2.573847026874513055, 52.0799
6, 2.059096619712479814, 53.6276
7, 2.182763324727230447, 57.1149
8, 1.564031935109463367, 62.3590
9, 1.435886635090653174, 67.0776
10, 1.149552011183606393, 67.4400
11, 1.182656391626788484, 70.5020
12, 0.990231128169125396, 70.6877
13, 1.174113300005156457, 73.2427
14, 0.956322947394552147, 73.1237
15, 0.936474209863710105, 75.9966
16, 0.880395363809493792, 75.6243
17, 0.601697298736303954, 76.2899
18, 0.516997452347089270, 77.6804
19, 0.659524799949855023, 79.4462
20, 0.456299773583903834, 82.1968
21, 0.483026796317655105, 83.5755
22, 0.403741621188372313, 83.9162
23, 0.397784688428359956, 84.4766
24, 0.347552592783298142, 83.8223
25, 0.355689921072321780, 84.5917
26, 0.295579500326982492, 85.1787
27, 0.321410947056462004, 86.9489
28, 0.255838788577156417, 84.8021
29, 0.284694809539410953, 88.1549
30, 0.216182995179558968, 85.0286
31, 0.223550242516466685, 87.9215
32, 0.205688348318908865, 86.1442
33, 0.218577477595160774, 89.0739
34, 0.198378848196460927, 87.1084
35, 0.207288405311070928, 89.4363
36, 0.197441037260737223, 87.6056
37, 0.176845725315240038, 89.2467
38, 0.175717653238383398, 90.5679
39, 0.175935180557854426, 90.5470
40, 0.172679729283614913, 87.7445
41, 0.171356181908365240, 88.5312
42, 0.170471883184424799, 87.7188
43, 0.163467857708455677, 90.0522
44, 0.163161946831688942, 90.0824
45, 0.155579169035863885, 90.9724
46, 0.158129339859582413, 88.9022
47, 0.153062563556648656, 88.5492
48, 0.152708353125398266, 88.1217
49, 0.149080722420392969, 89.3327
50, 0.146338409785440521, 90.2240
